46.6222,0.199551,69.8609,-2.53245,28.2166,17.974,22.244,41.2329,18.6556,4
41.619,0.659153,88.2617,-0.423167,38.1567,2.72213,46.1892,49.6907,4.50218,1
51.1079,1.45922,92.6189,-1.92543,47.1004,-42.6731,41.2145,44.0915,1.08297,1
77.0113,1.36527,91.694,-0.392669,40.6166,-6.03439,12.761,49.713,36.0538,6
49.9263,-0.585398,97.6734,-2.01449,47.0238,0.779214,47.8236,49.5751,2.21181,2
33.2601,-0.943737,73.6541,1.41825,19.2615,7.81007,40.2656,53.374,11.9972,1
57.625,-2.86736,81.5158,-1.83186,42.8894,-24.4822,23.2422,37.7607,13.2559,4
50.2719,-0.69898,79.5235,-0.632476,48.1682,38.8841,27.7732,29.593,2.10402,3
39.6857,-0.108526,75.9044,-1.67409,38.8449,-5.35921,35.7037,37.0498,0.55676,1
32.2979,1.43206,90.4388,-2.02455,26.7599,-26.3548,59.0289,62.5588,3.9351,1
40.4301,0.00612317,73.0496,-5.81863,40.3374,4.86889,31.9774,32.5608,-1.79615,1
56.4596,-0.295402,103.99,11.1429,52.5473,-15.0818,45.2201,50.4956,4.36635,2
60.431,-3.59624,104.933,-1.6204,47.5052,-0.735243,44.1859,57.1516,13.7829,4
55.9952,1.33454,78.3908,-1.16039,2.4784,19.6781,21.4125,74.0208,55.583,4
54.3099,0.451316,76.4555,-1.8214,-5.07459,-29.476,21.1492,81.8014,59.2783,3
42.2953,-0.149794,84.8134,5.08329,39.9728,-2.73362,42.2001,44.2754,2.32151,1
55.8673,0.00574534,82.9372,-1.76861,54.4866,-14.4793,26.4123,28.2658,0.27636,2
56.4449,2.72452,86.1308,0.250311,54.387,4.96728,31.0038,30.9886,-0.796027,1
42.0078,2.39633,80.9041,-2.36021,41.9102,1.20015,39.3573,39.9685,1.40432,2
52.9196,1.20698,94.3901,-2.68278,51.084,-27.0977,41.4626,42.2882,2.53486,1
38.1281,8.6436,97.7015,-1.80651,31.9347,5.03488,58.5802,66.4858,5.20164,1
66.3738,-1.03359,95.1443,2.64861,17.3167,-0.0945152,26.634,77.8285,49.7513,5
44.7133,-0.0274581,83.6979,0.0680481,14.5214,16.8625,37.8038,68.1218,28.9798,2
54.1088,-5.39504,93.7841,-0.796227,53.8545,4.70764,38.1698,38.2703,-1.16533,1
52.5482,-3.96583,76.5169,-2.18915,52.5721,-11.5789,22.5441,21.7249,0.730364,1
32.322,-0.529825,85.8179,-0.714996,31.9992,11.0452,53.2787,52.1826,-0.168547,1
39.7654,-0.657383,85.9339,0.216753,37.8626,2.90511,43.7296,48.945,4.49316,2
41.948,-2.88245,93.2914,0.480197,41.8957,3.28935,50.6207,50.9417,-1.40682,2
49.7352,1.00587,88.9046,-1.40815,50.6402,7.98399,38.0899,38.4718,-0.697895,2
41.8504,-0.556177,77.2076,-1.40865,40.4954,-7.73265,35.1809,36.7055,0.411673,1
47.9135,1.67095,78.282,0.539594,48.1327,7.91683,29.775,28.7763,0.160235,0
40.0108,0.322565,77.2437,1.89841,33.0269,22.4892,36.6248,44.0877,8.45152,2
59.9724,0.460231,107.765,-1.83738,59.9426,0.855142,47.1728,47.2026,1.76346,1
49.9739,-0.803652,84.8086,2.06378,50.071,-2.9326,34.2089,35.2595,-0.511331,2
46.255,0.0883415,75.0084,0.284556,6.9292,11.9416,28.5182,68.251,38.6653,3
50.5841,-0.129166,83.1255,0.170005,51.3204,-2.43034,31.9193,32.4382,0.697616,1
42.625,0.0274726,77.9043,0.669527,41.9863,-14.1387,34.0647,35.2141,1.99127,1
41.4517,-0.720089,71.6611,-0.603554,42.7884,21.5352,30.9395,28.8992,-0.263576,1
58.4551,-4.87002,99.6067,1.16945,57.2789,4.69913,40.8529,40.6897,0.711361,2
47.6704,-0.683919,84.1859,-1.86521,43.0893,-44.9586,36.6049,40.0412,2.67156,1
45.4734,0.0511221,84.9014,-4.4011,45.7393,20.176,39.0553,37.6207,-0.64511,1
59.4446,0.683954,89.7959,-1.50642,59.5015,-11.9863,28.4687,30.2775,2.29154,1
52.6958,-0.414907,84.0305,-1.90648,-1.8184,1.47099,31.3795,87.2741,54.3554,3
45.3307,3.02374,82.288,1.31394,43.447,-13.5701,37.9646,39.1608,1.35292,1
39.6986,0.72726,79.6613,-1.2514,37.5955,10.6128,40.9409,42.1535,1.10669,1
37.7306,-1.12352,71.2856,0.0934321,35.6842,-22.0921,32.9197,34.5722,1.81654,1
38.1978,0.0334861,92.1662,1.92545,21.9621,-13.6389,53.6205,70.1182,15.5003,1
41.3482,3.40712,82.9549,-5.24677,40.6815,3.7759,41.5758,42.5885,0.617447,1
68.4229,1.33314,87.8848,0.11276,17.5596,-41.6014,19.2176,69.8835,50.0857,4
52.4792,0.382522,85.1735,-0.782386,-23.1353,-15.1511,32.7116,109.082,75.8304,4
43.4492,0.0617146,82.0149,0.389078,44.0491,1.56165,37.862,38.4006,0.516107,1
47.3872,-0.869606,74.8868,-1.74021,47.7404,-9.79565,25.742,26.5608,1.42396,1
40.6837,0.09802,77.1633,-0.685933,12.3315,6.00069,36.033,63.9615,26.2581,2
66.8688,1.10048,81.1212,-1.96876,11.2929,4.92749,13.6495,70.4173,57.0963,5
46.7008,2.01141,83.8906,-0.125359,36.5611,-5.12908,36.1568,46.6082,9.90966,3
38.3623,2.19453,86.0308,-1.9093,40.3186,33.7793,47.7396,46.1752,-1.602,1
54.8373,0.847011,83.5834,-1.4739,53.8921,1.90363,28.7703,28.3746,1.06651,1
44.8531,0.00519901,91.1557,3.13702,43.8827,4.71849,45.9942,46.2183,1.55718,2
