1.72522,2.55506,2.43391,0.101563,0.519511,0.032608,3
1.09024,2.8523,0.643233,-0.418818,0.255128,1.13993,2
2.68189,3.01967,1.40523,0.905587,1.18197,1.15859,3
1.60928,2.62379,2.49101,1.6637,1.2281,1.85436,-0
1.98854,2.67275,3.13934,0.0650659,1.7051,1.08846,2
1.71084,1.65323,0.376168,0.923812,1.58286,1.39818,2
2.55875,2.67242,0.27348,0.472937,1.81615,1.53366,3
0.278118,2.26997,2.77131,1.39578,0.480442,0.986385,1
3.24402,3.11251,3.37312,0.425806,0.695909,1.637,1
3.65159,0.838747,3.23477,1.27531,1.19449,1.65391,1
2.49135,3.63594,1.78105,0.34924,1.22058,2.2694,1
2.2681,1.73244,2.12292,0.396725,2.18288,-0.00231452,2
2.04732,1.35945,1.6756,2.0763,0.551671,1.21211,-1
2.42719,1.52229,1.92589,0.227807,0.890348,2.10279,2
1.32404,3.05393,1.83369,-0.00362475,0.817422,0.0237432,2
2.38494,2.29287,4.2253,0.290398,-0.418946,1.21547,3
-0.961183,0.478321,1.86918,1.38118,1.21266,1.63653,1
-0.470977,1.38074,1.74746,2.24062,-0.45862,2.17156,-0
1.33407,0.297214,1.84724,0.850028,1.87943,1.61615,2
1.83389,3.42402,2.37677,1.31423,1.9852,1.17097,1
0.948626,3.15939,1.2145,0.259063,0.462622,0.849913,1
3.47687,0.349669,1.1284,1.5481,2.60677,0.759707,1
0.644921,3.04777,2.15605,0.511772,1.58942,1.14892,2
2.77457,1.51593,2.11374,1.44587,-0.10568,2.18181,2
0.141438,1.61211,-0.292349,0.907906,0.176361,-0.690511,3
1.89548,1.17772,0.276723,2.06868,2.26765,-0.489619,2
1.61026,0.12338,0.661534,-0.102559,0.596283,0.973838,3
2.27418,1.89936,0.702847,-0.20798,0.755438,0.117444,1
1.67835,1.94791,0.560485,2.10106,2.3824,0.52628,1
1.14804,3.07815,0.401113,2.71919,1.6282,1.30176,1
1.12689,2.02848,0.604387,2.12413,0.536363,0.67723,0
1.83186,1.22729,3.36234,-0.254065,1.55332,0.641292,2
2.26849,2.49358,3.00633,1.73239,1.31747,1.73689,1
1.61479,1.47581,1.42028,0.679456,1.27457,2.26741,1
2.39722,2.10721,2.16518,1.23081,0.575742,0.0231178,-0
1.27696,3.06685,2.54774,0.638703,0.223302,0.702572,2
1.30013,1.98285,2.61501,0.127008,0.901988,0.53507,3
2.27883,1.61783,3.48608,1.39504,2.16373,1.34949,2
2.69513,0.41771,2.94541,0.471051,2.06833,0.282064,3
0.492229,1.50665,0.0874963,3.0417,0.488233,1.02813,2
1.8172,0.0742787,3.52775,1.20672,1.10522,2.11089,3
3.05296,0.268612,1.39662,0.0841552,-0.0390759,0.195252,3
1.09291,1.77853,2.09921,2.65331,-0.876904,1.24525,0
0.921416,0.780374,2.98373,3.02714,0.211165,1.4571,-0
1.68714,1.99379,1.47414,-1.31768,1.8264,1.50012,2
2.7403,1.92702,1.54065,1.04233,2.0157,0.431854,2
0.311899,1.55702,2.05543,1.12741,0.171802,0.405238,1
0.116201,3.17171,1.95502,1.20353,0.825589,0.514884,2
2.2025,0.711834,1.11463,1.23661,1.16562,1.62177,3
1.61733,0.919576,2.18406,1.79873,0.694315,1.35749,2
1.82589,4.38879,1.08602,1.76565,1.68991,2.17518,2
2.84524,3.20233,1.77247,1.41303,1.32414,1.01567,1
0.63448,0.00375383,0.418684,1.70182,0.594051,1.04062,2
3.06264,1.67662,2.76991,-0.727891,2.85332,0.307862,2
0.423719,3.4247,0.522032,-0.418795,1.80821,-0.0355016,2
-0.481525,2.30127,1.82796,0.984757,2.52042,0.413026,2
2.32989,4.68111,2.07073,0.169891,1.74114,0.457365,1
1.6837,0.977316,1.19399,0.64737,2.33162,0.963542,2
-0.276364,2.68376,2.27266,1.5506,0.708809,0.711244,2
0.715749,3.112,1.05474,1.63164,1.26496,1.84445,1
2.50754,3.36005,1.34415,1.22225,0.402656,1.74165,1
0.907747,0.752092,0.183952,1.71966,1.0961,0.831341,2
3.25741,2.93381,2.89337,0.673667,0.304494,0.897598,2
0.601299,1.80615,-0.0147726,1.78992,-0.205402,0.905114,0
0.450409,1.39131,1.1173,0.79511,1.39591,1.05668,3
3.01653,1.15424,-0.30917,1.68971,1.08403,0.203994,3
3.17082,2.74437,3.52592,1.83237,0.850811,0.836378,1
2.05548,0.653632,0.669992,0.363387,1.50744,0.652749,0
-0.892804,-0.0647036,0.478589,0.762671,1.2133,1.00358,2
1.54157,0.53796,1.1186,1.34687,0.938578,-0.462027,0
2.63248,1.99719,0.580071,0.934206,0.870122,1.92204,1
1.36506,3.19791,2.1432,1.64797,0.395423,1.08172,3
0.915466,1.87531,2.32747,0.396153,0.352768,1.0033,1
1.30677,2.22314,1.00322,1.35187,1.25027,-0.0958035,1
2.57907,0.290818,0.372628,1.6602,2.23826,0.428764,1
1.60559,1.60329,1.23209,1.51835,2.36387,2.20252,2
3.21789,2.35414,2.32133,0.438849,2.2116,1.24853,2
0.323869,2.26063,3.62795,0.12059,0.476135,0.489408,2
2.03469,-0.921243,1.74538,0.267147,0.551816,1.65977,1
2.79699,3.54671,0.811036,0.634057,1.17356,0.0447609,1
0.652607,0.891573,2.67672,-0.369988,1.95683,1.35133,3
1.06863,1.51522,1.48501,1.62057,0.859405,0.128523,-1
0.0427646,0.976176,0.0611913,0.688663,1.93777,-0.206845,1
2.68707,0.576017,1.17244,1.26524,0.483226,0.900111,0
1.43445,1.70601,2.73425,2.65003,1.18533,1.47645,-1
2.75567,0.853681,3.39239,2.00607,1.43674,1.84346,1
0.96112,1.81755,1.41384,-0.147493,2.32133,1.43595,3
-0.179053,3.37538,2.06514,0.901499,2.48974,1.18613,2
1.81709,3.16363,1.10789,0.735777,2.01984,0.86467,2
2.41615,0.489054,-0.568882,0.013308,0.933084,0.860345,2
-0.951631,2.48552,0.191809,2.44812,-0.519192,1.30534,2
0.576863,3.5049,2.54793,-0.243283,1.39242,0.168567,2
-0.177752,1.85203,0.158712,1.98961,0.876054,0.74113,2
2.17486,2.49888,1.84655,0.179733,2.85184,-0.0325871,1
2.28909,0.0410986,1.03383,1.1495,1.49532,1.78741,-0
0.173958,-0.474455,0.0219519,0.601055,1.56146,1.74461,2
1.39275,2.8533,-0.404712,1.176,0.315496,-0.238309,2
2.68673,1.60493,2.14724,1.01191,1.17002,0.22417,1
1.41529,0.532019,0.840564,1.92166,1.91447,1.35364,2
-0.0759284,0.808395,1.56347,1.0466,0.806095,0.615542,2
-0.864285,1.95576,3.03053,1.20598,2.04505,0.748849,1
