-4.28857,-23.1656,-15.5908,48.4457,410.795,-36.7013,-37.6653,11.9522,-66.4396,-11.3722,-10.0967,-29.7477,-12.2512,42
433.846,8.05335,-188.896,115.118,117.655,-96.3801,-95.7992,-66.0049,-141.198,42.3907,-45.5634,10.6567,-34.0411,-96
187.296,-91.9158,7.6018,-29.047,314.655,10.3931,34.8582,-14.2931,81.3533,12.3691,12.139,-22.6866,7.51573,3
276.019,37.8498,-16.0044,-10.0328,19.9865,-44.2482,-199.026,54.1499,-176.018,41.4388,-29.8812,-49.6097,8.76643,-103
254.336,77.7869,7.38152,-12.8382,-123.9,-7.83164,-95.4303,94.9559,-176.022,44.2684,-72.9945,1.78066,55.0693,-36
178.847,7.19235,13.3858,-45.788,113.257,7.16244,-8.79334,12.1934,-0.524635,12.9234,11.3446,-59.917,39.5496,33
-111.492,-28.6441,47.6143,80.5871,-276.999,-32.4607,-60.7883,83.2741,-84.8667,6.88233,-11.1323,-7.17929,-17.6792,-85
383.162,16.8586,-53.9703,-46.5821,117.765,11.1434,-80.7892,13.2792,-27.5017,-29.7345,-30.8457,-44.219,-37.6421,33
511.574,-118.4,-89.4516,20.4865,142.735,12.7733,-70.7869,4.85458,-38.2141,-22.4409,-143.955,-89.9395,12.5343,-23
105.599,31.4909,-54.2836,26.2283,159.558,-15.9704,-42.9739,2.7888,-17.2515,-23.7571,-28.4797,-31.8321,-14.7063,38
285.556,-148.918,-54.1531,-55.1994,109.4,-50.6837,-78.4913,61.5634,65.25,-153.207,-54.7762,-1.55334,-87.7042,84
293.86,-40.6764,-35.347,-22.0618,241.47,-2.38898,-10.7813,-36.6003,-26.9982,-32.1673,23.9568,-13.1799,-15.1752,56
36.3768,3.75489,8.33355,5.48915,-31.272,-14.3387,-0.790452,23.0323,-13.0475,7.49655,-14.4703,-3.02518,14.443,-16
285.576,2.60819,5.64333,55.222,10.415,-84.3979,18.6234,60.2628,31.3378,39.3479,-62.9033,-123.862,46.4995,-58
33.2396,-49.5887,-8.51023,-30.1992,203.487,-39.9461,4.88264,-17.5999,71.6896,16.2516,73.286,7.06512,18.5707,-3
426.034,33.8006,24.9577,77.8123,192.84,13.9223,-133.593,23.6374,-62.9111,10.9957,-62.4023,-38.3083,41.0168,-58
141.329,-18.6373,25.5419,40.8157,337.762,-9.0137,12.4108,19.0109,-15.7389,-9.54513,1.14119,-41.4033,18.473,-15
272.44,2.12613,-23.5753,64.0099,234.843,12.3459,-27.5113,-7.18512,11.3621,4.68246,-40.598,-48.2963,21.0518,41
89.6883,-5.30146,4.93364,1.67861,239.616,3.72291,18.6862,11.7602,52.2174,8.46197,9.00732,-10.9334,17.8978,7
362.837,-8.06907,-66.6236,-18.6828,215.137,26.6867,-3.88129,-24.9564,-109.44,-53.9918,-36.3894,22.767,16.6807,93
134.71,-10.8422,-14.8216,0.581523,136.561,0.182155,-1.23481,-1.46529,0.402764,0.392772,11.7717,-5.49296,17.3542,19
