86.7513,31.8571,-185.941,9.03751,-1.2462,3.5717,-26.5487,0.196547,7.41371,-3.46278,-390.345,58.8978,-3.83496,-4.34007,15
18.3458,-9.22534,151.602,16.2522,0.291391,9.57157,11.4739,0.129473,15.3044,3.45417,13.0821,384.393,41.5321,24.9306,3
4.16023,-0.138227,255.259,1.09791,1.62591,1.12601,0.345469,-0.194983,0.148988,-0.76932,259.941,-25.0361,4.8479,5.79763,-0
-10.6207,2.63736,186.728,-2.42844,17.4521,1.98343,-7.20332,-43.3499,1.44845,-12.7,7.52507,-234.588,75.9657,3.77916,22
6.66616,-0.457264,529.267,3.8099,0.898487,-1.01852,1.09733,1.04263,0.737347,-3.07523,216.488,188.663,4.02955,5.41157,-1
61.1133,43.6496,-215.221,-52.8183,6.3994,8.93917,21.5737,1.41765,3.73796,8.06533,-64.5272,163.885,1.67774,-14.2227,-21
8.09629,3.48842,140.492,3.15981,3.38765,0.699213,1.22125,-1.2215,2.30599,0.767959,-60.2605,-27.9704,11.2459,9.42902,-1
6.6257,3.58098,-205.382,-1.99928,9.48641,7.66418,1.97342,1.20285,-6.79681,-1.05702,102.222,-207.925,21.1266,10.0759,5
4.5941,0.369372,-76.4396,1.59063,0.268469,0.571195,2.09779,-0.119752,0.86418,-3.32679,365.039,142.014,1.64795,3.47779,-2
8.03028,-4.39576,132.08,5.42424,15.0666,-1.49672,-1.59455,-14.8801,15.6092,1.51018,-80.4178,-109.536,29.9191,2.25049,2
-3.90929,6.42016,120.686,-16.6976,12.7094,5.25342,-10.5994,-8.95613,14.3044,-0.584453,257.813,-157.565,17.5253,3.4322,0
20.7177,1.48779,-134.975,16.627,-3.54852,-1.70033,0.888115,-5.5125,4.44811,-1.03317,112.205,-348.203,0.156222,8.12791,0
2.9665,-0.234572,107.579,1.24021,0.928989,0.799333,1.28318,0.815054,0.189622,-0.8439,353.672,7.18964,2.56781,4.43564,-0
6.10219,-0.432861,-179.562,0.238725,1.89217,2.07763,-0.554794,-1.09737,1.4003,0.199043,35.4235,-54.1637,-0.23263,3.03622,-1
7.68035,3.56414,179.867,-2.30619,3.44034,4.79286,2.81184,1.36424,2.62064,-1.14077,164.344,156.245,20.0258,-3.6735,-3
-72.355,-19.8189,-741.277,2.41554,36.9721,55.5859,27.8631,2.28239,-17.5473,-48.6558,-336.294,-6.70281,31.7472,102.371,82
2.85468,0.622778,-29.1111,10.7572,0.447584,6.09012,-4.56912,1.5621,2.35597,-3.49207,45.4654,341.738,20.37,8.0192,4
-11.8239,80.0566,-163.888,-22.9901,48.6401,12.0398,-64.5732,16.0281,49.3568,-37.9608,136.817,70.6851,87.1029,-52.5177,72
63.4135,35.1326,162.328,73.7823,34.8605,1.43669,31.1684,-3.44789,30.2541,13.7166,484.658,-218.748,-50.8468,58.2489,10
-47.7644,-27.9974,265.271,28.5951,-0.936501,48.76,-8.40875,-21.9568,-8.87932,-60.1929,248.956,231.322,12.0944,6.04251,9
108.99,2.52676,246.856,-27.5027,61.014,36.7606,34.8402,-18.6975,-40.5492,30.6645,245.636,-3.16129,50.1952,70.7174,-5
18.4669,9.07936,-572.752,-10.9047,28.174,-11.5352,1.98367,-8.40178,14.7621,-19.2644,275.515,127.543,53.1766,-3.41746,21
-53.5016,-61.6876,-101.26,29.9068,36.0292,18.4084,-15.8145,-28.6564,-2.46616,18.0545,-94.733,-27.5403,-3.07822,38.5786,-38
55.4196,15.7064,-12.069,32.4078,-17.3687,-9.95135,40.0194,-7.18823,19.518,3.83263,-17.4769,-13.8147,19.1256,31.4709,-32
26.6687,-4.82834,4.64008,19.2163,7.99598,-6.46773,11.7659,-11.9372,-5.22327,0.587609,129.353,-457.885,62.7794,39.7934,-1
6.10183,0.628843,-211.828,2.17948,-0.646669,-0.549084,0.618591,0.725234,0.739166,-2.02596,285.585,79.6053,-2.02598,3.84653,-1
2.59281,0.0811305,89.3839,0.860627,0.382193,0.319903,0.818183,0.63898,0.263981,-0.753973,127.939,10.801,3.09756,3.27701,-0
9.43055,0.816564,196.38,2.63557,1.1241,-2.66746,1.56258,0.855206,0.404078,0.844717,531.876,166.426,5.37912,5.83486,-2
3.08165,0.732363,-22.8355,1.53745,-0.346564,0.637953,0.855223,0.942852,0.242069,-1.27647,18.63,110.686,4.32145,4.15894,-0
33.9013,19.3593,63.7534,20.4266,34.2077,-8.7923,14.8515,3.40084,-4.98933,18.7377,146.618,181.614,49.4047,55.7912,7
16.6727,2.15216,-19.1289,11.1614,2.85048,0.146395,4.76783,-2.95262,6.67199,3.43378,-101.531,-108.364,11.3258,7.79987,-2
14.1619,3.79309,134.089,3.21998,-0.556809,1.04938,3.83304,0.114367,7.00869,3.00739,19.9824,231.59,19.2335,13.9292,-1
21.487,0.566994,138.905,-53.9,118.168,71.5311,75.812,-23.1395,0.250542,-0.736985,-40.8431,605.729,1.35623,-73.3057,-10
30.0569,4.64297,-411.044,29.7742,5.43038,-19.5079,9.73849,-17.6921,10.1695,-0.682561,-37.6192,-59.7683,7.22899,8.0832,-9
64.3127,14.8094,-256.439,3.44865,33.2387,7.88652,-11.0107,-4.04071,-1.47064,-4.0716,69.6705,-40.609,23.7967,45.7099,19
19.5747,3.92417,5.78697,6.77212,-0.285792,2.35418,1.21105,2.23558,2.57129,0.833047,193.432,119.498,15.384,15.9876,-2
36.2074,7.63324,130.45,-1.44818,26.7435,-30.4962,2.2607,-29.3748,45.9015,-0.450837,104.994,189.516,99.8329,45.0024,39
9.54811,0.632842,-503.008,4.31691,3.81221,0.100795,-0.458766,-0.037843,1.79401,-0.397257,-190.052,-30.2503,6.22716,9.13826,-1
22.7638,-6.85953,-98.9094,-19.1394,-5.87687,7.39758,-26.5443,-47.9189,17.5086,-31.3586,-161.225,-357.224,31.8584,-8.0006,12
11.4825,-50.3449,288.63,74.8865,9.99145,-4.81745,51.289,8.92454,-14.059,-81.2059,198.442,438.594,-16.3249,46.1685,-7
-33.3564,1.7745,-317.459,13.9593,55.0383,33.8969,23.6443,-38.7117,-37.8518,-4.06488,371.341,-95.0519,35.243,73.9982,26
-5.02672,-42.7013,35.2253,2.34248,16.2189,6.38758,24.6563,-13.0181,25.5194,-6.1217,120.585,-163.868,106.669,-37.2384,5
17.4324,2.32399,-80.9137,-15.0046,19.1162,18.3396,-11.4401,1.52573,-3.14998,-7.34461,85.3386,-119.096,27.2469,21.4357,2
6.60725,1.54817,81.2226,2.66345,2.51789,0.0255698,1.29033,0.908619,1.62645,-0.1585,-25.1218,58.5934,9.38715,7.35454,-0
3.31077,-24.0052,83.0188,15.7079,-9.27851,-12.7741,13.3066,-6.87846,-10.5812,21.54,704.784,-6.09867,34.3823,-0.407992,-22
30.0869,-7.74692,364.796,5.4445,8.69906,-4.10773,3.01897,-7.87434,11.962,5.27975,106.799,54.7661,21.5417,-0.188871,2
42.7802,8.77512,-88.4599,-4.52962,29.0993,0.93154,-8.11973,-5.36797,6.7126,-4.38944,90.5851,-71.4465,57.0089,4.09408,13
-12.6702,8.30989,-19.7082,-11.7753,18.9358,-9.9812,2.97865,-13.1908,17.8232,-13.9446,-243.144,-160.263,30.7432,-13.6839,3
14.5054,-4.72735,-203.412,2.3606,-1.51132,6.01287,0.262343,-9.3762,1.13521,-4.87426,223.353,-212.468,5.89435,20.5129,-4
-78.0089,-31.011,-127.659,-32.9708,67.4994,-42.847,28.8365,-5.33546,30.9091,12.477,-33.8055,156.942,113.191,-0.389566,-14
5.68942,10.7229,-423.521,1.69511,2.11148,1.79306,-1.61312,15.6544,2.94703,0.706158,-60.5642,375.218,17.1085,6.33753,-1
3.26515,0.30955,20.9895,1.41325,1.00853,0.544272,1.15878,-0.317138,-0.318729,-0.274497,115.527,-55.988,4.59073,4.93076,-0
23.5407,-22.7121,156.868,29.4266,-28.6323,16.5469,-40.252,9.58803,-17.1337,27.8257,476.844,95.2708,26.483,-22.1019,-5
6.35539,-27.1846,-25.1292,15.2885,12.9827,5.746,4.11243,6.88333,-5.62378,4.14211,108.259,366.268,42.8226,6.02859,-1
12.1088,4.6203,283.989,0.0687539,12.5479,2.52445,0.983534,4.48037,0.751056,0.648526,-191,265.7,23.1267,9.01535,-0
-10.1162,-12.706,-350.576,23.1085,1.92233,4.34131,-9.74249,-11.6947,14.3386,8.55346,-206.695,-138.153,-39.1996,-19.8023,-13
-14.8868,9.4318,-82.3607,-3.70047,0.853157,21.1735,-12.8655,13.9876,2.53889,-3.48848,459.97,305.466,21.5677,1.57083,12
29.2037,36.5641,3.18419,42.4362,10.6995,-10.7072,51.3254,35.6966,27.5469,35.1693,236.198,15.613,33.1133,-8.2901,22
43.9198,6.04714,109.683,-5.87419,9.97575,-19.8731,-8.82867,-36.2358,18.5853,-23.0687,387.673,-184.941,64.6246,50.702,-12
11.1946,-3.50217,408.855,-2.42166,13.403,18.6164,-8.49699,-13.0553,10.6271,-7.7866,125.775,-317.479,0.546783,17.2548,-1
-1.50404,1.12944,165.66,-0.978559,-0.613876,0.779706,-1.33915,-0.23408,3.04615,-0.306505,422.277,23.4464,-0.396335,3.447,-2
3.40675,-4.15454,-364.817,5.66911,-3.59071,-0.586993,9.46047,-8.86104,0.972677,-1.95869,226.492,-291.714,22.5821,25.8781,-8
6.05108,-0.653746,372.464,1.2553,2.68003,1.51193,0.292119,-0.542123,-0.524268,-0.0803072,351.688,-52.7393,7.43139,7.88752,0
-25.6375,9.2455,-234.095,-14.6413,-0.417542,0.754505,-12.8827,-3.63705,-21.8951,4.07273,345.016,307.614,-22.1139,-21.583,-32
7.25234,3.25542,175.261,1.57368,4.46965,3.42615,5.08871,-5.76915,5.49082,0.638574,173.766,-278.96,25.667,9.6205,-3
54.9036,1.53579,340.341,35.2291,-23.9711,-21.0442,21.4794,-60.184,-8.70138,22.2992,-142.769,-135.551,-51.2262,-14.6215,2
69.0519,28.0043,470.831,13.2338,-2.29414,25.4311,-17.3618,30.646,5.19426,9.53243,510.265,71.3634,6.66963,-35.0861,8
13.9042,5.69368,81.1893,7.50205,5.43347,-1.99989,-7.74341,-3.08826,-6.54993,2.06174,-130.294,-57.0689,7.22901,24.7482,8
77.6985,33.6184,50.4942,-13.4782,93.8945,9.35299,34.3879,-30.0889,-9.14495,-10.164,-223.511,-388.171,42.8747,171.194,6
-29.0326,-24.9039,168.414,27.6046,-15.7137,6.47326,5.81751,-25.0782,-20.7088,-0.923634,75.3762,-268.974,-25.96,-5.37837,-27
-66.6369,-21.2199,177.921,10.8307,-44.5321,64.6268,34.3892,-69.6554,5.54314,6.31326,-218.028,122.642,-24.4512,-101.493,-34
-28.2366,43.5537,-251.362,-3.5873,8.87504,1.98123,-46.75,27.3611,-11.5681,10.0285,-133.065,215.547,-114.091,-15.1071,-29
-96.3835,23.3114,60.0826,-47.7513,10.6374,35.3936,-8.02735,-14.9323,16.4028,-4.7424,373.534,162.809,-89.7306,12.0109,-24
-28.9921,15.0577,247.104,12.0921,14.1019,33.3092,-0.36493,-14.6359,-2.52511,50.0598,56.0494,92.318,79.2079,-31.4038,-18
-38.2349,2.33418,-103.55,-5.26973,17.403,6.07402,-0.716367,-14.8576,-10.1996,-10.6787,-218.059,180.416,55.1781,-25.9224,8
-2.92922,-2.97576,-162.055,-2.76478,1.17476,4.80782,2.1603,-1.90303,-2.08256,-0.90462,-35.5965,-89.6449,8.0533,-0.139181,-1
68.4993,-6.50142,126.314,-23.6722,21.3305,-32.6412,-29.1579,-74.3506,32.1924,-8.98504,-17.3233,-121.191,129.81,-32.2808,62
30.2011,-33.8096,-279.333,5.39458,18.7826,16.0638,3.82218,-36.3242,-26.3284,7.54842,232.127,-139.27,73.1892,18.938,16
6.56675,2.87038,178.865,-0.692148,2.15974,0.572655,-2.07275,-0.462882,3.18126,-1.22784,-96.2932,-39.0837,7.42929,3.03773,1
0.224391,-5.34922,-305.342,-0.582317,44.9534,15.9606,9.97296,-24.9521,23.8131,-2.05163,-232.074,-104.982,53.0315,49.0895,13
12.0851,16.4177,166.337,-20.7084,82.2745,0.277318,1.43626,-25.3906,-22.8155,22.074,-303.545,-195.403,29.7647,66.3517,5
-4.33947,-5.51013,-72.3693,-1.0675,18.4511,-0.686544,-8.66194,-9.72968,19.0373,-7.76031,-131.678,183.197,71.5614,-13.2658,23
33.9455,-18.6288,28.286,2.13251,-11.6091,16.6714,33.8545,-29.4885,3.90311,18.0745,66.126,109.795,100.698,-55.8551,28
6.16534,-15.2564,-277.525,-0.0232407,6.78833,15.5663,13.2173,-22.9302,-2.69001,-16.23,183.468,-441.606,53.1287,26.1117,11
-10.5911,-13.2654,46.2044,41.4766,-13.3454,29.7188,-49.9703,-0.367604,-21.5969,12.7926,9.0238,483.042,-42.9285,8.87412,-11
13.5466,2.62786,-354.248,4.24015,6.5666,2.40453,3.02826,-2.77181,1.58288,-0.49957,180.756,58.3777,13.5156,4.83064,4
