1.62202,1.49058,0.544684,0.530107,0.691683,-0.150115,-0.30647,1.36944,1
1.14905,1.57952,0.159307,2.66695,2.01649,-0.0504966,-0.340838,1.23109,3
1.76303,1.95111,3.10343,2.59696,1.42236,0.680581,1.84765,-0.069957,-0
0.153997,1.60454,0.0743079,1.79803,2.38925,0.318569,-0.103294,1.62635,1
0.829448,3.03502,3.09586,1.53049,1.05187,-0.149486,0.117875,1.72646,3
-0.0899106,1.61818,0.0716391,0.0319001,1.77219,1.86555,1.29658,0.0735323,0
1.44588,-0.190019,0.934362,0.722315,2.04698,-0.120798,0.0736425,-0.0760159,-0
0.99816,0.455955,1.59431,-0.0995744,1.60815,1.01712,1.45063,1.52411,3
0.573295,1.16188,1.86053,2.7029,0.355877,-0.204562,1.60635,2.26525,1
2.09331,2.55204,1.71906,0.275091,2.22879,0.16795,1.53119,-0.0125472,0
1.67039,1.27317,1.72165,2.83088,0.314979,0.47358,-0.0447854,0.496804,1
1.27728,-0.246094,0.814776,0.523367,0.12264,0.190226,1.66455,2.15242,1
-0.123342,1.09349,0.620065,2.97747,0.402954,0.772112,1.35914,0.528034,1
0.235253,3.74158,1.18311,3.13578,0.436982,1.41846,1.3313,1.50719,3
0.632951,3.78418,0.690677,2.69252,1.55954,0.798549,1.09352,1.86995,3
1.45827,0.348218,0.409323,1.11346,1.13555,-0.174007,1.43876,2.10636,1
0.128671,2.48005,2.21624,2.22234,1.16901,0.299667,2.05145,2.0669,3
-0.0834297,2.56792,2.50635,2.30125,1.45952,1.26484,0.595552,2.12234,3
1.70512,0.23121,0.142336,1.0151,1.82794,-0.0149535,-0.170958,1.44671,1
0.981353,0.715273,2.9257,2.35952,0.7536,1.20751,0.420554,1.80246,1
0.667536,0.985792,2.76061,0.180922,0.694972,1.03789,0.994011,1.91446,3
1.52545,-0.287577,1.93187,-0.153741,0.834959,-0.113702,0.949603,1.35197,3
2.18262,2.72562,1.11873,2.59121,1.57636,0.183097,0.695297,1.47305,1
0.0645919,0.117355,3.24998,1.91895,1.30074,0.430613,1.38899,2.27653,3
-0.182573,4.08479,2.4924,0.498262,1.95707,0.893506,1.86017,1.35175,3
0.012254,2.23352,-0.187346,2.3415,0.793031,0.808441,0.370527,1.00606,3
1.35618,3.70675,1.23666,1.66943,0.386577,-0.319413,0.351197,0.900397,3
0.856693,3.69223,2.0191,2.06971,0.538617,0.901657,1.10207,2.06756,3
1.17054,3.7908,2.86101,0.430773,0.665048,0.866037,0.113512,1.37051,3
1.09535,0.995423,-0.211877,0.218385,0.769771,0.47455,0.606694,1.15587,4
-0.0250816,2.27455,2.59202,2.44976,0.0711879,1.01106,-0.427867,1.35224,3
2.52468,1.77576,-0.237015,0.296726,1.30743,0.826071,1.80623,1.28253,4
1.26364,1.33272,2.08343,0.950841,1.31658,-0.598325,0.717047,2.11058,3
1.87116,2.45708,2.95966,1.59206,1.23943,-0.308953,0.590148,1.23233,1
0.546105,3.38465,2.14898,0.222511,1.67316,0.69397,1.41133,1.15336,3
0.632913,3.79053,2.90502,1.90981,0.437249,0.909317,1.0635,0.9441,3
1.48732,1.4081,0.615477,1.98343,2.04621,0.176705,0.357334,1.36003,1
1.68258,0.494027,0.392742,2.43617,1.97804,0.630526,0.18292,2.18102,3
-0.260604,0.288938,0.726312,1.9926,1.47469,0.262046,1.02222,1.99838,3
0.122657,1.14468,3.09402,2.02789,0.550035,-0.223702,0.935245,-0.140605,-0
0.593086,3.02971,2.16967,1.5634,0.990622,-0.132942,1.97898,1.88663,1
0.370807,0.13389,-0.166127,2.17858,0.749181,0.945974,0.277371,2.15123,3
1.12062,0.0767312,0.883786,2.55986,-0.0639391,0.997329,1.10736,1.0925,3
0.953746,3.23399,1.81371,1.88019,0.437005,-0.295836,0.113184,0.733351,3
0.1798,3.63203,0.626973,1.41456,0.393529,0.369796,0.828852,1.66313,3
0.689103,2.53891,0.115313,1.46703,1.33237,-0.103365,1.72436,1.47952,1
1.25324,3.70571,0.851834,3.1508,1.90069,0.566521,1.93597,1.25109,3
1.76528,1.07279,1.87291,2.63752,2.19193,-0.0400247,1.76769,0.991448,1
0.863659,1.06773,0.658435,2.98719,0.448748,0.839737,1.8823,2.56453,3
1.06288,0.961702,3.15913,2.32234,-0.347206,-0.112445,0.901223,2.23397,1
1.49218,0.220287,0.248923,1.97904,0.442854,-0.209594,0.0803144,1.15464,1
2.10726,3.59572,0.2265,0.0679838,1.12419,1.34467,0.970327,1.83922,1
1.68142,3.87342,2.76886,2.47605,0.495967,1.15978,2.05983,2.03468,3
2.19569,0.57816,2.39324,0.790876,0.845789,0.087428,0.500043,1.59055,4
0.28199,-0.129725,0.754384,0.104843,0.324551,0.445209,0.434033,0.932283,3
2.2964,2.85575,0.510113,1.82747,0.764524,0.866811,0.213301,0.993936,1
0.0296642,1.93338,2.81407,0.376813,0.626354,-0.215117,-0.0348399,1.53618,1
0.234386,0.477256,1.45559,2.19664,1.47478,1.01115,-0.316829,-0.171077,-0
2.20872,0.871718,3.13606,2.80244,1.98269,0.583455,-0.361163,1.46392,1
0.462353,0.35096,3.53737,2.45147,0.268072,0.958209,0.610877,1.40387,3
0.414114,0.149805,2.8592,2.05775,-0.137695,0.175607,0.515288,-0.142398,-0
0.17855,2.06018,2.62376,1.37606,1.86275,1.20324,1.91093,-0.194514,-0
0.578341,0.755503,1.07356,0.151683,0.622638,1.38018,1.85928,2.31754,1
1.19054,-0.370609,2.68843,1.81103,1.69595,0.266567,2.16143,0.000169145,0
0.720075,1.40069,0.523574,-0.242426,-0.227952,0.693177,1.27914,0.752874,4
0.715517,2.1135,0.837464,0.723979,0.146815,0.205141,0.704456,1.99991,1
-0.0946589,1.83378,3.00129,1.48787,1.94653,-0.00372062,1.7111,0.132274,-0
0.572907,-0.233505,0.741918,2.91458,0.719301,0.463142,0.630114,2.02935,3
0.989104,3.61699,-0.191685,1.73347,2.3283,0.372546,1.09826,1.61133,1
1.97547,1.25587,0.266551,2.43706,2.00439,0.279418,1.65827,-0.0506243,0
1.24325,3.92494,1.16686,0.373849,1.98603,0.986559,0.739146,1.455,3
0.681745,3.74078,2.43069,1.06058,-0.185812,0.186051,0.92869,1.08708,3
1.06504,0.358366,1.24429,0.733563,2.3203,0.452267,1.49254,-0.0924676,-0
0.440347,-0.413437,2.9577,0.498974,0.910085,-0.208673,0.305792,1.48868,3
-0.374105,0.187058,2.54425,0.900285,1.05773,0.789623,1.54899,2.28858,3
2.17997,3.00619,0.0766445,2.37601,2.13987,0.0129029,1.06425,1.05735,1
1.27952,1.55695,2.79037,3.05714,2.29097,0.80554,0.61366,0.877971,1
1.44045,3.66566,2.69694,-0.152685,0.281831,-0.219908,1.21801,2.0812,1
2.23539,3.48244,2.36107,2.6725,0.429253,1.47261,0.313822,-0.0265364,-0
1.32718,2.31005,0.0190892,0.27369,0.217686,1.27006,1.62809,1.37989,2
0.249644,3.57682,1.33345,-0.312339,-0.00409884,0.498064,1.13249,-0.145952,0
0.7919,3.70839,0.258756,0.960091,1.86037,0.761174,1.39838,1.65541,3
0.32362,1.07922,0.361129,0.432322,1.60993,-0.33111,0.58276,1.14677,3
1.81863,0.240792,1.69074,0.489919,0.0848278,0.350706,-0.149735,-0.103001,0
0.610861,0.411142,2.82098,2.0559,1.96493,0.746649,1.33206,0.35723,1
1.58341,3.18297,3.02922,1.89089,1.36063,0.490248,2.24448,1.58194,3
2.03363,-0.19416,2.35852,1.66714,0.263911,-0.00358528,1.54376,2.03789,1
0.215309,2.51223,0.967815,0.00904843,-0.309402,0.743829,1.34469,1.95444,4
0.485054,0.261137,0.843088,0.0234869,1.67368,-0.435441,-0.195334,-0.193971,-0
0.0455716,3.35546,2.13439,1.89186,0.525845,0.272764,0.380435,2.11503,1
1.99805,-0.366425,1.58884,-0.425416,0.777475,0.703555,0.758201,1.4253,3
0.86369,3.77227,0.442389,1.01973,0.0301533,0.714766,0.350783,2.08655,3
0.54382,4.07974,2.37741,0.136984,-0.0619648,0.612826,0.962794,-0.0381944,-0
1.38572,3.41264,1.3927,2.13297,-0.199785,0.435823,0.576432,1.63031,1
1.28826,0.070762,2.11329,0.0863527,0.0735581,-0.335766,1.5955,-0.0944146,0
1.42179,0.951377,1.46668,1.29174,1.77534,0.712078,0.597283,2.17649,3
1.98061,1.11071,2.2013,2.55516,0.923232,0.418676,0.342059,0.0473573,-0
-0.318718,0.928948,3.17748,1.98766,1.11981,1.45006,1.90324,1.15068,1
1.20012,-0.0354403,-0.196336,0.0449073,1.50385,0.723273,0.0299446,1.0283,3
2.10777,2.35034,0.157847,1.46112,1.97906,0.356464,0.00238818,1.35301,1
1.40543,0.246295,1.57183,-0.0857528,1.9361,-0.172642,1.785,1.89843,1
-0.129086,2.58794,3.23218,2.45953,2.13058,-0.200928,0.789706,0.884298,3
2.08536,0.959248,1.58355,0.789969,1.35043,0.889266,1.56538,-0.00823961,-0
2.00773,-0.334181,2.95486,1.52659,1.0794,0.201506,-0.152962,-0.131379,-0
1.11501,0.227181,2.5499,-0.0281675,1.23118,-0.458039,1.18941,1.48983,3
0.26277,2.58017,1.55112,1.63508,1.88959,0.638832,0.0542167,1.0566,2
-0.119243,1.33486,1.95588,2.0088,0.433683,0.561113,2.49928,0.774705,3
-0.112489,2.85421,0.0336469,2.89969,0.112019,-0.0193508,0.197682,1.75356,1
1.1295,1.16277,2.35841,2.2079,1.18755,-0.0792541,-0.236949,1.06548,1
1.92383,3.73513,2.29008,1.05226,1.28007,1.0362,2.14853,1.91746,3
0.194327,3.80591,0.570795,1.73132,0.816732,0.0373838,1.92474,1.73554,3
1.52269,2.23126,-0.0644631,2.4253,1.19743,1.07559,0.0141876,1.24144,1
1.71069,1.38922,2.63315,0.9361,1.02406,0.0680693,-0.125147,1.93909,1
1.00713,0.992024,1.4193,3.34884,0.105422,1.08316,1.26317,2.46439,4
-0.0671638,0.507612,0.268679,2.59637,0.29395,0.22408,0.34875,-0.195237,0
1.11968,1.50693,1.3341,0.185906,0.292997,0.207088,-0.0402258,1.77533,1
0.983486,0.234465,0.881917,0.581866,0.745469,1.2567,0.815082,1.24951,3
1.80121,0.144526,-0.0219771,2.35182,1.13575,1.34373,0.626977,-0.0319997,-0
1.26432,1.20696,0.14512,3.09207,0.318792,0.707558,0.616189,1.71712,1
-0.0738362,3.24019,3.17199,1.10394,0.580667,0.219827,1.80533,1.53582,3
1.82077,3.23854,0.917921,1.86644,2.15137,0.639782,0.104797,1.57388,1
1.84829,0.142114,1.62037,1.99869,0.406275,0.659277,-0.101663,1.85062,3
2.34171,3.75565,-0.222321,1.40377,0.164972,1.30404,1.91458,1.88314,4
2.04588,0.666089,0.898645,3.16573,-0.150603,0.826907,0.82387,0.998945,4
1.21303,0.702974,0.501194,1.15285,0.505641,0.652698,0.942638,1.27342,1
-0.137877,-0.209701,1.48889,1.91722,1.19033,0.100019,0.424347,1.35336,3
1.93931,2.52866,0.103851,2.91207,1.13477,-0.00634454,1.83674,1.71995,1
0.869556,0.895844,-0.0828754,1.06247,1.42789,0.590052,1.37275,-0.154388,0
2.34388,1.71965,2.98125,-0.172156,1.4913,0.93921,0.753149,2.13944,1
0.122599,3.51524,0.490648,0.75098,0.407901,0.0255879,1.24774,-0.0744805,0
1.14657,1.80344,0.151625,3.04226,1.21751,-0.000866788,1.93133,-0.166061,-0
2.03444,0.390393,0.289642,1.51275,0.897884,-0.34834,1.54937,0.724551,1
2.22344,3.15504,3.23742,2.68878,0.300826,0.123382,1.2637,1.77254,1
0.310431,3.49709,2.47827,1.3706,1.61451,0.77994,0.212497,1.84365,1
2.02696,3.18402,2.64126,0.609241,0.663085,0.61934,1.79306,1.55869,1
1.72065,1.99032,0.350696,0.425116,1.73801,0.490497,-0.197865,1.04127,1
0.939806,0.255241,3.07233,0.550735,0.0652485,0.339669,1.77244,2.03653,3
0.496702,4.10754,0.676588,1.86069,1.35686,0.532223,1.72473,1.21751,3
0.732116,4.16002,-0.0565102,2.86021,1.02685,0.348408,0.273998,-0.0790085,-0
0.659546,1.03884,1.53392,2.19381,0.207931,-0.100207,2.15464,2.10206,1
1.49628,0.190361,2.88523,0.780085,1.21799,-0.425156,1.06391,1.77212,3
1.77893,0.950615,-0.406975,2.5394,0.722077,0.646883,1.8729,1.97264,3
-0.154165,0.255868,-0.0123358,0.743519,0.825666,1.1209,1.12127,-0.15745,-0
1.97264,2.13797,0.45334,0.434608,0.971868,-0.232635,0.00938304,2.24456,4
-0.121542,1.58894,0.503805,2.70201,1.20985,0.420284,0.759745,2.39687,3
0.978332,3.42812,2.8555,0.705484,1.70875,-0.291602,0.251704,1.3691,1
0.374163,0.465897,0.578812,2.42131,0.694986,0.610133,-0.108805,0.836038,3
2.13211,3.46008,2.00302,1.0504,1.5817,1.1288,-0.0550222,1.97443,1
0.785974,3.52572,0.795832,0.565946,0.630797,0.472706,-0.222202,1.9835,3
0.400706,3.21911,2.19101,1.1212,-0.116735,0.546274,0.862586,1.95246,3
0.79533,2.6098,-0.00145283,0.412937,0.336989,0.626659,1.69786,1.52667,1
-0.123876,1.47176,2.63055,0.0370582,2.18583,0.731583,1.47028,1.88534,1
